einhvern	fokeo
sýna	sng
áhuga	nkeo
og	c
hæfileika	nkfo
í	aþ
listrænu	lheþsf
tilliti	nheþ
.	.

ég	fp1en
held	sfg1en
ég	fp1en
megi	svg1en
segja	sng
að	c
öll	fohfn
systkinin	nhfng
séu	svg3fn
gædd	sþghfn
þessum	favfþ
gáfum	nvfþ
þó	aa
að	c
þær	fpvfn
birtist	svm3fn
í	aþ
margvíslegum	lkeþsf
búningi	nkeþ
.	.

eins	aa
og	c
áður	aa
er	sfg3en
getið	sþghen
var	sfg3eþ
eiginkona	nven
Jóns	nkee-s
Þ.	nkee-s
Björnssonar	nkee-s
og	c
móðir	nven
Jóhannesar	nkee-s
Geirlaug	nven-s
Jóhannesdóttir	nven-s
.	.

henni	fpveþ
varð	sfg3eþ
ekki	aa
langra	lkfesf
lífdaga	nkfe
auðið	lhensf
þar	aa
sem	c
hún	fpven
lést	sfm3eþ
af	aþ
barnsförum	nvfþ
aðeins	aa
39	ta
ára	nhfe
gömul	lvensf
.	.

Geirlaug	nven-s
þótti	sfg3eþ
sérstaklega	aa
fríð	lvensf
kona	nven
.	.

hún	fpven
var	sfg3eþ
dökkhærð	lvensf
og	c
brúneygð	lvensf
.	.

hún	fpven
var	sfg3eþ
með	aþ
vissu	nveþ
vel	aa
gefin	lvensf
myndarkona	nven
.	.

«	«
mannkostum	nkfþ
og	c
móðurumhyggju	nveþ
Geirlaugar	nvee-s
var	sfg3eþ
löngum	aa
viðbrugðið	lhensf
,	,
og	c
fólk	nhen
henni	fpveþ
vandalaust	lhensf
minnist	sfm3en
hennar	fpvee
enn	aa
í	ao
dag	nkeo
sem	c
mikilhæfrar	lveesf
konu	nvee
,	,
»	»
segir	sfg3en
Indriði	nken-s
G.	nken-s
Þorsteinsson	nken-s
í	aþ
grein	nveþ
um	ao
Jóhannes	nkeo-s
.	.

Geirlaug	nven-s
var	sfg3eþ
Eyfirðingur	nken-s
í	ao
báðar	fovfo
ættir	nvfo
,	,
og	c
er	sfg3en
meðal	ae
ættfólks	nhee
hennar	fpvee
að	cn
finna	sng
margt	lheosf
af	aþ
einkar	aa
hagvirku	lheþsf
fólki	nheþ
og	c
verkmiklu	lheþsf
.	.

þar	aa
eru	sfg3fn
smiðir	nkfn
góðir	lkfnsf
og	c
sláttumenn	nkfn
snjallir	lkfnsf
,	,
og	c
hagmælska	nven
er	sfg3en
sumum	fokfþ
lagin	lvensf
.	.

meðal	ae
myndlistarmanna	nkfe
af	aþ
þessari	faveþ
ætt	nveþ
má	sfg3en
nefna	sng
Arnar	nkeo-s
Herbertsson	nkeo-s
.	.

foreldrar	nkfn
Geirlaugar	nvee-s
,	,
Jóhannes	nken-s
Randversson	nken-s
og	c
Ólína	nven-s
Ragnheiður	nven-s
Jónsdóttir	nven-s
,	,
bjuggu	sfg3fþ
fyrst	aae
í	aþ
Eyjafirði	nkeþ-s
.	.

þegar	c
húsmóðirin	nveng
lést	sfm3eþ
á	aþ
besta	lkeþve
aldri	nkeþ
frá	aþ
11	ta
börnum	nhfþ
tvístraðist	sfm3eþ
þó	aa
heimilið	nheng
,	,
og	c
Jóhannes	nken-s
fluttist	sfm3eþ
skömmu	lheþsf
síðar	aam
til	ae
Skagafjarðar	nkee-s
.	.

seinustu	lhfnve
ár	nhfn
sín	fehfn
átti	sfg3eþ
hann	fpken
heima	aa
á	aþ
Sauðárkróki	nkeþ-s
.	.

Randver	nken-s
Bjarnason	nken-s
,	,
faðir	nken
Jóhannesar	nkee-s
,	,
bjó	sfg3eþ
á	aþ
Jökli	nkeþ-s
í	aþ
Eyjafirði	nkeþ-s
.	.

fóru	sfg3fþ
af	aþ
honum	fpkeþ
nokkrar	fovfn
sögur	nvfn
fyrir	ao
karlmennsku	nveo
og	c
snarræði	nheo
.	.

kvæntur	lkensf
var	sfg3eþ
Randver	nken-s
Sigríði	nveþ-s
Jóhannsdóttur	nveþ-s
bónda	nkee
í	aþ
Gullbrekku	nveþ-s
í	aþ
Eyjafirði	nkeþ-s
Jóhannssonar	nkee-s
.	.

foreldrar	nkfn
Ólínu	nvee-s
Ragnheiðar	nvee-s
voru	sfg3fþ
Jón	nken-s
bóndi	nken
í	aþ
Hólum	nkfþ-s
í	aþ
Eyjafirði	nkeþ-s
Ólafsson	nken-s
,	,
bónda	nkee
í	aþ
Samkomugerði	nheþ-s
Jónssonar	nkee-s
,	,
og	c
Geirlaug	nven-s
Þórarinsdóttir	nven-s
.	.

Jón	nken-s
og	c
Geirlaug	nven-s
þóttu	sfg3fþ
búhöldar	nkfn
góðir	lkfnsf
og	c
mannkostamanneskjur	nvfn
.	.

Jóhannes	nken-s
Geir	nken-s
var	sfg3eþ
heitinn	lkensf
eftir	aþ
Jóhannesi	nkeþ-s
gamla	lkeþvf
Randverssyni	nkeþ-s
móðurafa	nkeþ
sínum	fekeþ
.	.

á	aþ
manndómsárum	nhfþ
þótti	sfg3eþ
hann	fpken
mesta	lhenve
þrekmenni	nhen
,	,
verkmikill	lkensf
og	c
afburða	nkfe
sláttumaður	nken
.	.

ölkær	lkensf
var	sfg3eþ
hann	fpken
talinn	sþgken
fram	aa
eftir	aþ
ævi	nveþ
eftir	aþ
því	faheþ
sem	ct
skagfirskar	lvfnsf
æviskrár	nvfn
herma	sfg3fn
,	,
og	c
víst	aa
ekki	aa
örgrannt	lhensf
um	ao
að	c
hann	fpken
tæki	svg3eþ
kútinn	nkeog
með	aþ
sér	fpkeþ
á	ao
engið	nheog
þegar	c
svo	aa
bar	sfg3eþ
undir	aa
.	.

líklega	aa
hefur	sfg3en
hann	fpken
verið	ssg
allnokkuð	fohen
kvenhollur	lkensf
,	,
ef	c
marka	sng
má	sfg3en
af	aþ
því	fpheþ
að	c
er	c
hann	fpken
hafði	sfg3eþ
getið	ssg
ellefu	tfhfo
börn	nhfo
við	aþ
eiginkonunni	nveþg
bætti	sfg3eþ
hann	fpken
fimm	tfhfþ
við	aa
með	aþ
þremur	tfvfþ
konum	nvfþ
öðrum	fovfþ
.	.

vel	aa
man	sfg1en
ég	fp1en
eftir	aþ
Jóhannesi	nkeþ-s
Randverssyni	nkeþ-s
á	aþ
efri	lhfþvm
árum	nhfþ
hans	fpkee
.	.

það	fphen
var	sfg3eþ
skrítinn	lkensf
karl	nken
,	,
meinstríðinn	lkensf
og	c
talsvert	aa
hrekkjóttur	lkensf
,	,
spaugsamur	lkensf
og	c
hafði	sfg3eþ
gaman	nheo
af	aþ
alls	fokee
konar	nkee
uppátækjum	nhfþ
.	.

hann	fpken
var	sfg3eþ
tóbakshákur	nken
mikill	lkensf
og	c
gat	sfg3eþ
verið	ssg
orðljótur	lkensf
og	c
klæminn	lkensf
á	aþ
köflum	nkfþ
.	.

en	c
það	fphen
var	sfg3eþ
þó	aa
aðeins	aa
önnur	foven
hliðin	nveng
.	.

hann	fpken
var	sfg3eþ
nefnilega	aa
mikill	lkensf
barnavinur	nken
og	c
einkennilega	aa
hlýr	lkensf
á	ao
sína	feveo
vísu	nveo
.	.

dótturbörnin	nhfng
sóttu	sfg3fþ
mjög	aa
til	ae
hans	fpkee
.	.

vék	sfg3eþ
hann	fpken
einatt	aa
góðu	lheþsf
að	aþ
þeim	fphfþ
og	c
sagði	sfg3eþ
þeim	fphfþ
áhrifamiklar	lvfosf
sögur	nvfo
á	aþ
mergjuðu	lheþsf
og	c
myndríku	lheþsf
kjarnamáli	nheþ
.	.

Jóhannes	nken-s
Geir	nken-s
er	sfg3en
stoltur	lkensf
af	aþ
þessum	fakeþ
sérstæða	lkeþvf
afa	nkeþ
sínum	fekeþ
,	,
og	c
vel	aa
má	sfg3en
ímynda	sng
sér	fpkeþ
að	c
eitthvað	fohen
af	aþ
gamla	lkeþvf
manninum	nkeþg
lifi	svg3en
enn	aa
í	aþ
nafna	nkeþ
hans	fpkee
.	.

III	ta

í	aþ
málverki	nheþ
Jóhannesar	nkee-s
gætir	sfg3en
víða	aa
bernskuáhrifa	nhfe
.	.

verður	sfg3en
vikið	sþghen
að	aþ
því	faheþ
mikilvægasta	lheþve
síðar	aam
.	.

sumir	fokfn
segja	sfg3fn
að	c
Skagafjörðinn	nkeogs
sé	svg3en
ávallt	aa
að	cn
finna	sng
að	aþ
baki	nheþ
öllum	fovfþ
landslagsmyndum	nvfþ
hans	fpkee
hvar	aa
sem	c
þær	fpvfn
eigi	svg3fn
að	aþ
öðru	foheþ
leyti	nheþ
uppruna	nkeo
sinn	fekeo
.	.

og	c
allir	fokfn
,	,
sem	ct
þekkja	sfg3fn
málverk	nhfo
hans	fpkee
,	,
vita	sfg3fn
mæta	nvfe
vel	aa
hversu	aa
íslensk	lvensf
náttúra	nven
skipar	sfg3en
stórt	lheosf
rúm	nheo
í	aþ
list	nveþ
hans	fpkee
.	.

hinn	gken
mikilfenglegi	lkenvf
fjallahringur	nken
Skagafjarðar	nkee-s
er	sfg3en
einatt	aa
nærri	aa
í	aþ
list	nveþ
hans	fpkee
ásamt	aþ
hinum	ghfþ
sérstæða	lkeþvf
og	c
margbreytilega	lkeþvf
lit	nkeþ
hafsins	nheeg
við	ao
Borgarsand	nkeo-s
þar	aa
sem	c
Héraðsvötn	nhfn-s
falla	sfg3fn
í	ao
úthafið	nheog
.	.

þegar	c
búið	nheng
var	sfg3eþ
komið	sþghen
í	ao
það	faheo
horf	nheo
sem	ct
hann	fpken
vildi	sfg3eþ
,	,
voru	sfg3fþ
venjulegast	aae
um	aa
20	ta
kýr	nvfn
í	aþ
fjósi	nheþ
og	c
um	aa
200	ta
fjár	nhee
.	.

Jóhannes	nken-s
var	sfg3eþ
jafnan	aa
opinn	lkensf
fyrir	aþ
nýjungum	nvfþ
í	aþ
búskapnum	nkeþg
og	c
árið	nheog
1927	ta
er	sfg3en
talið	sþghen
að	c
hann	fpken
hafi	svg3en
eignast	ssm
fyrstu	lveove
dráttarvél	nveo
til	ae
heimilisnota	nhfe
á	aþ
landinu	nheþg
.	.

þetta	fahen
var	sfg3eþ
Contour	nxen-s
G	nxen-s
,	,
tíu	tfhfe
hestafla	nhfe
framdrifin	lvensf
vél	nven
,	,
og	c
var	sfg3eþ
unnt	lhensf
að	cn
tengja	sng
ýmis	fohfo
heyvinnutæki	nhfo
við	ao
hana	fpveo
,	,
þ.	aa
á	aa
m.	aa
sláttuvél	nven
.	.

hann	fpken
tók	sfg3eþ
einnig	aa
mjaltavélar	nvfo
í	ao
notkun	nveo
á	aþ
búi	nheþ
sínu	feheþ
einna	fohfe
fyrstur	lkense
manna	nkfe
.	.

en	c
þótt	c
búskapurinn	nkeng
á	aþ
Setbergi	nheþ-s
væri	svg3eþ
ærið	lhensf
viðfangsefni	nhen
eins	aa
og	c
þar	aa
var	sfg3eþ
að	aþ
verkum	nhfþ
staðið	sþghen
,	,
var	sfg3eþ
þó	aa
langur	lkensf
vegur	nken
frá	aþ
að	c
Jóhannes	nken-s
J.	nken-s
Reykdal	nken-s
hefði	svg3eþ
ekki	aa
fleiri	lhfovm
járn	nhfo
í	aþ
eldinum	nkeþg
.	.

svo	aa
vildi	sfg3eþ
til	aa
árið	nheog
1913	ta
að	c
þýska	lvenvf
skonnortan	nveng
Adelheid	nxen-s
strandaði	sfg3eþ
í	aþ
hafnarmynninu	nheþg
í	aþ
Hafnarfirði	nkeþ-s
og	c
sökk	sfg3eþ
þar	aa
,	,
svo	aa
að	c
möstrin	nhfng
stóðu	sfg3fþ
upp	aa
úr	aþ
sjó	nkeþ
.	.

skipið	nheng
var	sfg3eþ
fullt	lhensf
af	aþ
kolum	nhfþ
handa	aþ
erlendum	lkfþsf
togurum	nkfþ
og	c
línuveiðurum	nkfþ
,	,
sem	ct
þá	aa
stunduðu	sfg3fþ
veiðar	nvfo
frá	aþ
Hafnarfirði	nkeþ-s
.	.

strandaða	lhenvf
skipið	nheng
þótti	sfg3eþ
hættulegt	lhensf
öðrum	fohfþ
skipum	nhfþ
,	,
sokkið	lhensf
á	aþ
siglingaleið	nveþ
.	.

var	sfg3eþ
skonnortan	nveng
því	aa
boðin	sþgven
upp	aa
ásamt	aþ
farmi	nkeþ
,	,
en	c
þau	fahfn
skilyrði	nhfn
fylgdu	sfg3fþ
að	c
kaupandi	nken
skyldi	svg3eþ
fjarlægja	sng
skipið	nheog
hið	ghen
fyrsta	lhenve
,	,
sprengja	sng
það	fpheo
sundur	aa
ef	c
ekki	aa
fyndust	svm3fþ
önnur	fohfn
ráð	nhfn
.	.

ekki	aa
þóttu	sfg3fþ
þetta	fahen
fýsileg	lhfnsf
kaup	nhfn
.	.

en	c
bóndinn	nkeng
á	aþ
Setbergi	nheþ-s
bauð	sfg3eþ
í	ao
skonnortuna	nveog
og	c
fékk	sfg3eþ
hana	fpveo
fyrir	ao
lítið	lheosf
verð	nheo
.	.

voru	sfg3fþ
menn	nkfn
sammála	lkfnof
um	ao
að	c
þar	aa
riði	svg3eþ
hann	fpken
ekki	aa
feitum	lkeþsf
hesti	nkeþ
frá	aa
.	.

það	fphen
fór	sfg3eþ
þó	aa
á	ao
annan	fokeo
veg	nkeo
.	.

Jóhannes	nken-s
fór	sfg3eþ
hamförum	nvfþ
við	ao
björgunina	nveog
,	,
fékk	sfg3eþ
kafara	nkeo
úr	aþ
Reykjavík	nveþ-s
til	ae
að	cn
athuga	sng
botn	nkeo
og	c
aðstæður	nvfo
og	c
koma	sng
vírum	nkfþ
undir	ao
sokkna	lheovf
skipið	nheog
.	.

þá	aa
leigði	sfg3eþ
hann	fpken
pramma	nkeo
og	c
þrjá	tfkfo
togara	nkfo
til	ae
að	cn
toga	sng
í	ao
vírana	nkfog
báðum	fohfþ
megin	aa
,	,
halda	sng
þeim	fpkfþ
í	aþ
horfi	nheþ
og	c
lyfta	sng
undir	ao
skipið	nheog
.	.

en	c
það	fphen
var	sfg3eþ
aðfallsaldan	nveng
sem	ct
síðan	aa
mjakaði	sfg3eþ
skipinu	nheþg
upp	aa
í	ao
fjöruna	nveog
.	.

þetta	fahen
var	sfg3eþ
endurtekið	sþghen
í	aþ
nokkrum	fovfþ
atrennum	nvfþ
,	,
sjávarföllin	nhfng
voru	sfg3fþ
notuð	sþghfn
sem	c
drifkraftur	nken
.	.

skipið	nheng
náðist	sfm3eþ
upp	aa
í	ao
fjöru	nveo
,	,
þar	aa
gerði	sfg3eþ
Jóhannes	nken-s
við	ao
það	fpheo
og	c
seldi	sfg3eþ
það	fpheo
síðan	aa
með	aþ
hagnaði	nkeþ
.	.

ákafa	nkeþ
Jóhannesar	nkee-s
og	c
eljusemi	nveþ
við	ao
þessa	faveo
björgun	nveo
var	sfg3eþ
viðbrugðið	lhensf
.	.

hann	fpken
fór	sfg3eþ
meira	lheovm
að	cn
segja	sng
sjálfur	fbken
í	ao
kafarabúninginn	nkeog
og	c
lét	sfg3eþ
sig	fpkeo
síga	sng
í	ao
djúpið	nheog
til	ae
að	cn
sjá	sng
hvernig	aa
umhorfs	nhee
væri	svg3eþ
neðansjávar	aa
,	,
þótt	c
hann	fpken
hefði	svg3eþ
enga	foveo
reynslu	nveo
af	aþ
kafarastörfum	nhfþ
.	.

stóð	sfg3eþ
mönnum	nkfþ
vart	aa
á	aþ
sama	fbheþ
um	ao
þessa	faveo
dirfsku	nveo
hans	fpkee
.	.

á	aþ
árinu	nheþg
sem	ct
Jóhannes	nken-s
bjargaði	sfg3eþ
skonnortunni	nveþg
Adelheid	nxeþ-s
úr	aþ
Hafnarfjarðarhöfn	nveþ-s
stóð	sfg3eþ
hann	fpken
í	aþ
öðrum	fovfþ
framkvæmdum	nvfþ
,	,
alls	fohee
ólíkum	lvfþsf
þeim	favfþ
sem	ct
að	aa
framan	aa
er	sfg3en
lýst	sþghen
.	.

hann	fpken
var	sfg3eþ
með	aa
í	aþ
að	cn
stofna	sng
lúterskan	lkeosf
fríkirkjusöfnuð	nkeo
í	aþ
Hafnarfirði	nkeþ-s
ásamt	aþ
um	aa
hundrað	tfkfþ
manns	nkee
.	.

var	sfg3eþ
hann	fpken
fyrsti	lkenve
safnaðarformaðurinn	nkeng
.	.

tildrög	nhfn
þessarar	favee
safnaðarstofnunar	nvee
voru	sfg3fþ
þau	fphfn
,	,
eins	aa
og	c
stundum	aa
vildi	sfg3eþ
við	aa
brenna	sng
,	,
að	c
óeining	nven
varð	sfg3eþ
um	ao
prestskosningu	nveo
í	aþ
Garðasókn	nveþ-s
vorið	nheog
1913	ta
.	.

Hafnfirðingar	nkfn-s
áttu	sfg3fþ
þá	aa
kirkjusókn	nveo
að	aþ
Görðum	nkfþ-s
en	c
engin	foven
kirkja	nven
var	sfg3eþ
í	aþ
bænum	nkeþg
.	.

í	aþ
hinum	gkeþ
nýja	lkeþvf
fríkirkjusöfnuði	nkeþ
var	sfg3eþ
dugnaðarfólk	nhen
og	c
um	ao
haustið	nheog
reisti	sfg3eþ
það	fphen
nýja	lveosf
kirkju	nveo
í	aþ
bænum	nkeþg
.	.

Jóhannes	nken-s
hafði	sfg3eþ
umsjón	nveo
með	aþ
kirkjubyggingunni	nveþg
en	c
verktakinn	nkeng
var	sfg3eþ
Dvergur	nken-s
hf.	nhen
,	,
fyrri	lkfnvm
samstarfsmenn	nkfn
hans	fpkee
í	aþ
trésmiðjunni	nveþg
við	ao
Lækinn	nkeogs
.	.

kirkjan	nveng
var	sfg3eþ
reist	sþgven
á	aþ
þremur	tfkfþ
mánuðum	nkfþ
og	c
kostaði	sfg3eþ
um	aa
12.000	ta
krónur	nvfo
.	.

að	aþ
sjálfsögðu	lheþsf
þótti	sfg3eþ
einsætt	lhensf
að	cn
hafa	sng
raflýsingu	nveo
í	aþ
kirkjunni	nveþg
.	.

annað	fohen
gat	sfg3eþ
varla	aa
hentað	ssg
safnaðarformanni	nkeþ
.	.

en	c
sá	faken
galli	nken
var	sfg3eþ
á	aþ
gjöf	nveþ
Njarðar	nkee-s
,	,
að	c
þegar	c
hér	aa
var	sfg3eþ
komið	sþghen
var	sfg3eþ
rafmagn	nhen
orðið	sþghen
af	aþ
skornum	lkeþsf
skammti	nkeþ
í	aþ
bænum	nkeþg
.	.

en	c
ráð	nhen
er	sfg3en
til	ae
alls	fohee
.	.

safnaðarfólk	nhen
skuldbatt	sfg3eþ
sig	fpheo
að	cn
spara	sng
rafmagn	nheo
á	aþ
heimilum	nhfþ
sínum	fehfþ
á	aþ
þeim	fakeþ
tíma	nkeþ
sem	ct
rafljósa	nhfe
var	sfg3eþ
þörf	nven
í	aþ
kirkjunni	nveþg
.	.

Fríkirkjan	nvengs
í	aþ
Hafnarfirði	nkeþ-s
er	sfg3en
því	aa
fyrsta	lvenve
kirkja	nven
landsins	nheeg
sem	ct
var	sfg3eþ
raflýst	lvensf
.	.

á	aþ
sama	fbkeþ
tíma	nkeþ
var	sfg3eþ
það	fphen
sigur	nken
herstöðvaandstæðinga	nkfe
er	c
vinstri	lveþvf
stjórninni	nveþg
1971--1974	ta
tókst	sfm3eþ
að	cn
knýja	sng
fram	aa
lokun	nveo
Keflavíkursjónvarpsins	nheegs
.	.

þar	aa
með	aa
var	sfg3eþ
vísir	nken
hernámsklukkunnar	nveeg
færður	sþgken
til	ae
1951	ta
-	-
og	c
þar	aa
stendur	sfg3en
hann	fpken
enn	aa
í	aþ
meginatriðum	nhfþ
.	.

hér	aa
á	aa
eftir	aa
fer	sfg3en
samkomulagið	nheng
sem	ct
gengið	sþghen
var	sfg3eþ
frá	aþ
í	aþ
ríkisstjórninni	nveþg
1974	ta
eins	aa
og	c
það	fphen
var	sfg3eþ
bókað	sþghen
þar	aa
í	aþ
fundargerð	nveþ
hennar	fpvee
:	:

«	«
ár	nhfn
1974	ta
,	,
fimmtudaginn	nkeog
21.	ta
mars	nkeo
,	,
var	sfg3eþ
fundur	nken
haldinn	sþgken
í	aþ
ríkisstjórn	nveþ
Íslands	nhee-s
.	.

fundinn	nkeog
sátu	sfg3fþ
:	:

Ólafur	nken-s
Jóhannesson	nken-s
,	,
Einar	nken-s
Ágústsson	nken-s
,	,
Halldór	nken-s
E.	nken-s
Sigurðsson	nken-s
,	,
Björn	nken-s
Jónsson	nken-s
,	,
Lúðvík	nken-s
Jósefsson	nken-s
,	,
Magnús	nken-s
Kjartansson	nken-s
,	,
Magnús	nken-s
Torfi	nken-s
Ólafsson	nken-s
.	.

þetta	fahen
gerðist	sfm3eþ
:	:

1.	ta

rætt	sþghen
var	sfg3eþ
um	ao
endurskoðun	nveo
á	aþ
varnarsamningi	nkeþ
Íslands	nhee-s
og	c
Bandaríkjanna	nhfegs
og	c
samþykkt	sþgven
svofelld	lvensf
bókun	nven
:	:

1.	ta

varnarlið	nhen
það	fahen
,	,
sem	ct
nú	aa
er	sfg3en
á	aþ
Íslandi	nheþ-s
,	,
skal	sfg3en
hverfa	sng
af	aþ
landi	nheþ
brott	aa
í	aþ
áföngum	nkfþ
.	.

skal	sfg3en
brottflutningnum	nkeþg
hagað	sþghen
þannig	aa
,	,
að	c
fyrir	ao
árslok	nhfo
1974	ta
verði	svg3en
fjórðungur	nken
liðsins	nheeg
farinn	sþgken
,	,
helmingur	nken
fyrir	ao
mitt	lheosf
ár	nheo
1975	ta
,	,
þrír	tfkfn
fjórðu	lkfevf
fyrir	ao
árslok	nhfo
1975	ta
og	c
síðasti	lkenve
hlutinn	nkeng
fyrir	ao
mitt	lheosf
ár	nheo
1976	ta
.	.

2.	ta

til	ae
fullnægingar	nvee
skuldbindingum	nvfþ
Íslands	nhee-s
við	ao
NATO	nxeo-s
leggur	sfg3en
íslenska	lvenvf
ríkisstjórnin	nveng
til	aa
að	c
eftirfarandi	lkenof
háttur	nken
verði	svg3en
á	aa
hafður	sþgken
:	:
a.	x

flugvélar	nvfn
á	aþ
vegum	nkfþ
NATO	nxee-s
hafi	svg3en
lendingarleyfi	nheo
á	aþ
Keflavíkurflugvelli	nkeþ-s
þegar	c
þurfa	sng
þykir	sfg3en
vegna	ae
eftirlitsflugs	nhee
yfir	aþ
Norðurhöfum	nhfþ-s
.	.

þó	aa
skal	sfg3en
eigi	aa
vera	sng
hér	aa
föst	lvensf
bækistöð	nven
flugvéla	nvfe
.	.

um	ao
nánari	lhfovm
ákvæði	nhfo
verði	svg3en
fjallað	sþghen
í	aþ
samningnum	nkeþg
.	.
b.	x

vegna	ae
slíkra	fbvfe
lendinga	nvfe
hafi	svg3en
NATO	nxen-s
heimild	nveo
til	ae
að	cn
hafa	sng
á	aþ
Keflavíkurflugvelli	nkeþ-s
hóp	nkeo
manna	nkfe
,	,
er	ct
ekki	aa
séu	svg3fn
hermenn	nkfn
,	,
til	ae
þess	fphee
að	cn
sjá	sng
um	ao
eftirlit	nheo
áðurgreindra	lvfesf
flugvéla	nvfe
.	.

um	ao
tölu	nveo
þessara	fakfe
tæknimanna	nkfe
fer	sfg3en
eftir	aþ
nánara	lheþvm
samkomulagi	nheþ
,	,
þó	aa
þannig	aa
að	c
aðeins	aa
verði	svg3en
um	ao
takmarkaða	lveosf
starfsemi	nveo
að	cn
ræða	sng
.	.
c.	x

eftir	aþ
brottför	nveþ
varnarliðsins	nheeg
taka	sfg3fn
Íslendingar	nkfn-s
við	aþ
gæslu	nveþ
á	aþ
flugvellinum	nkeþg
.	.

skulu	sfg3fn
Íslendingar	nkfn-s
áður	aa
þjálfaðir	sþgkfn
í	aþ
þeim	fahfþ
sérstöku	lhfþvf
gæslustörfum	nhfþ
,	,
sem	ct
þörf	nven
er	sfg3en
á	aþ
.	.
d.	x

Íslendingar	nkfn-s
skulu	sfg3fn
leggja	sng
til	aa
þann	fakeo
mannafla	nkeo
er	ct
þarf	sfg3en
til	ae
að	cn
veita	sng
þeim	fakfþ
aðilum	nkfþ
,	,
sem	ct
samkvæmt	aþ
framansögðu	lheþsf
hafa	sng
dvöl	nveo
á	aþ
Keflavíkurflugvelli	nkeþ-s
,	,
nauðsynlega	lveosf
þjónustu	nveo
.	.
e.	x

Íslendingar	nkfn-s
taka	sfg3fn
við	aþ
rekstri	nkeþ
radarstöðvanna	nvfeg
á	aþ
Suðurnesjum	nhfþ-s
og	c
í	aþ
Hornafirði	nkeþ-s
þegar	c
þjálfaður	lkensf
íslenskur	lkensf
mannafli	nken
er	sfg3en
til	ae
taks	nhee
.	.
f.	x

farþegaflug	nhen
skal	sfg3en
vera	sng
algjörlega	aa
aðskilið	lhensf
frá	aþ
þeirri	faveþ
starfsemi	nveþ
er	ct
samkvæmt	aþ
framansögðu	lheþsf
verður	sfg3en
haldið	sþghen
uppi	aa
á	aþ
Keflavíkurflugvelli	nkeþ-s
til	ae
fullnægingar	nvee
skuldbindingar	nvee
Íslands	nhee-s
við	ao
NATO	nxeo-s
.	.

þá	aa
skal	sfg3en
lagt	sþghen
fram	aa
skjal	nhen
sem	ct
fylgir	sfg3en
fundargerð	nveþ
þessari	faveþ
merkt	sþghen
I	ta
og	c
því	fpheþ
lýst	sþghen
yfir	aa
,	,
að	c
það	fphen
væri	svg3eþ
skilningur	nken
ríkisstjórnarinnar	nveeg
,	,
að	c
það	fphen
verði	svg3en
bandarískar	lvfnsf
flugvélar	nvfn
,	,
sem	ct
hér	aa
hafi	svg3fn
lendingarrétt	nkeo
.	.

2.	ta

þá	aa
var	sfg3eþ
lagt	sþghen
fram	aa
skjal	nhen
,	,
sem	ct
fylgir	sfg3en
fundargerð	nveþ
þessari	faveþ
,	,
merkt	sþghen
II	ta
og	c
því	fpheþ
lýst	sþghen
yfir	aa
,	,
að	c
stefnt	sþghen
verði	svg3en
að	aþ
því	fpheþ
,	,
að	c
málefni	nhfn
Keflavíkurflugvallar	nkee-s
falli	svg3fn
undir	ao
hin	ghfo
ýmsu	fohfo
ráðuneyti	nhfo
skv.	aþ
reglugerð	nveþ
um	ao
Stjórnarráð	nheo-s
Íslands	nhee-s
nr.	nhen
96	ta
1969	ta
»	»
.	.

hér	aa
hefur	sfg3en
verið	ssg
tæpt	sþghen
á	aþ
nokkrum	fohfþ
atriðum	nhfþ
úr	aþ
ráðherraferli	nkeþ
Magnúsar	nkee-s
.	.

má	sfg3en
segja	sng
að	c
sumarið	nheog
1974	ta
hafi	svg3en
Magnús	nken-s
Kjartansson	nken-s
staðið	ssg
á	aþ
hátindi	nkeþ
ævi	nvee
sinnar	fevee
,	,
55	ta
ára	nhfe
að	aþ
aldri	nkeþ
.	.

áður	aa
en	c
lokaatriði	nhfn
ævi	nvee
hans	fpkee
verða	sfg3fn
í	aþ
litlu	lheþsf
rakin	sþghfn
,	,
verður	sfg3en
nú	aa
greint	sþghen
frá	aþ
viðhorfum	nhfþ
Magnúsar	nkee-s
með	aþ
tilvitnun	nveþ
í	ao
skrif	nhfo
hans	fpkee
.	.

er	sfg3en
ætlunin	nveng
að	cn
reyna	sng
að	cn
lýsa	sng
þeim	fahfþ
viðhorfum	nhfþ
sem	aa
mest	aae
með	aþ
orðum	nhfþ
hans	fpkee
sjálfs	fbkee
,	,
því	fpheþ
enginn	foken
getur	sfg3en
gert	ssg
sér	fpkeþ
mynd	nveo
af	aþ
Magnúsi	nkeþ-s
Kjartanssyni	nkeþ-s
og	c
áhrifum	nhfþ
hans	fpkee
á	ao
íslenskt	lheosf
samfélag	nheo
nema	c
með	aþ
því	fpheþ
að	cn
kynna	sng
sér	fpkeþ
verk	nhfo
hans	fpkee
.	.

«	«
fyrstu	lhfnve
afskipti	nhfn
mín	fehfn
af	aþ
stjórnmálum	nhfþ
spruttu	sfg3fþ
af	aþ
heilagri	lveþsf
reiði	nveþ
sem	ct
gagntók	sfg3eþ
mig	fp1eo
og	c
allan	fokeo
þorra	nkeo
Íslendinga	nkfe-s
,	,
þegar	c
