önnur	foven
leyti	nheþ
má	sfg3en
segja	sng
,	,
að	c
þau	fahfn
viðskipti	nhfn
yrðu	svg3fþ
grundvöllurinn	nkeng
undir	ao
veldi	nheo
Einars	nkee-s
,	,
því	fpheþ
að	c
þessir	fakfn
fiskseljendur	nkfn
komu	sfg3fþ
með	ao
góðan	lkeosf
fisk	nkeo
.	.

Einar	nken-s
efnaðist	sfm3eþ
fyrst	aae
og	c
fremst	aae
á	aþ
fiskkaupum	nhfþ
;	;
hann	fpken
var	sfg3eþ
allra	fokfe
manna	nkfe
hyggnastur	lkense
fiskkaupmaður	nken
.	.

það	fphen
er	sfg3en
heildardæmi	nhen
um	ao
hagsýni	nveo
Einars	nkee-s
í	aþ
rekstri	nkeþ
,	,
að	c
svo	aa
miklar	lvfnsf
sem	ct
sviftingar	nvfn
voru	sfg3fþ
í	aþ
rekstri	nkeþ
hafnfirskra	lhfesf
fyrirtækja	nhfe
allt	fohen
frá	aþ
aldamótum	nhfþ
og	c
fram	aa
um	ao
1920	ta
,	,
þá	aa
var	sfg3eþ
það	fphen
aðeins	aa
eitt	tfhen
fyrirtæki	nhen
,	,
sem	ct
ekki	aa
haggaðist	sfm3eþ
:	:

Einar	nken-s
Þorgilsson	nken-s
,	,
útgerð	nven
og	c
verslun	nven
.	.

Hafnfirðingar	nkfn-s
sögðu	sfg3fþ
þetta	faheo
hafa	sng
gerst	ssm
af	aþ
því	fpheþ
,	,
að	c
eigandinn	nkeng
hefði	svg3eþ
«	«
tólf	tfkfe
kónga	nkfe
vit	nheo
»	»
í	aþ
peningamálum	nhfþ
og	c
öllum	fokeþ
útgerðar-	nkeþ
og	c
verslunarrekstri	nkeþ
,	,
og	c
sérlega	aa
fiskverkun	nveþ
og	c
fiskkaupum	nhfþ
.	.

gangurinn	nkeng
var	sfg3eþ
sá	faken
að	c
menn	nkfn
fylltust	sfm3fþ
offorsi	nheþ
þegar	c
góður	lkensf
markaður	nken
hafði	sfg3eþ
verið	ssg
og	c
ætluðu	sfg3fþ
að	cn
verða	sng
fullríkir	lkfnsf
næsta	lheove
ár	nheo
.	.

væri	svg3eþ
þá	aa
mikill	lkensf
afli	nken
kepptust	sfm3fþ
menn	nkfn
við	ao
að	cn
kaupa	sng
sem	aa
mest	lheose
.	.

en	c
markaðurinn	nkeng
þoldi	sfg3eþ
sjaldan	aa
tvö	tfhfo
aflaár	nhfo
í	aþ
röð	nveþ
og	c
það	fphen
varð	sfg3eþ
verðfall	nhen
að	aþ
hausti	nheþ
og	c
þeir	fakfn
sem	ct
mest	lhfose
höfðu	sfg3fþ
keypt	ssg
sátu	sfg3fþ
uppi	aa
með	ao
stórar	lvfosf
saltfiskstæður	nvfo
verðlitlar	lvfosf
en	c
bankareikning	nkeo
sinn	fekeo
öfugan	lkeosf
.	.

þar	aa
eiga	sfg3fn
þau	fphfn
bólstað	nkeo
Ásgrímur	nken-s
Halldórsson	nken-s
fyrrverandi	lkenof
kaupfélagsstjóri	nken
á	aþ
Höfn	nveþ-s
og	c
Guðrún	nven-s
Ingólfsdóttir	nven-s
kona	nven
hans	fpkee
.	.

gerðum	sfg1fþ
við	fp1fn
þar	aa
góðan	lkeosf
stans	nkeo
áður	aa
en	c
haldið	sþghen
var	sfg3eþ
til	ae
náttstaða	nkfe
á	aþ
Höfn	nveþ-s
,	,
þar	aa
sem	c
risið	sþghen
er	sfg3en
fjölmennt	lhensf
kauptún	nhen
,	,
og	c
í	aþ
Nesjaskóla	nkeþ-s
inn	aa
við	ao
Laxá	nveo-s
.	.

en	c
einnig	aa
þar	aa
er	sfg3en
kominn	sþgken
byggðarkjarni	nken
.	.

drjúgur	lkensf
áfangi	nken

það	fphen
sannast	sfm3en
á	aþ
suðurleið	nveþ
um	ao
Austurlandskjördæmi	nheo-s
að	c
«	«
drjúgur	lkensf
verður	sfg3en
síðasti	lkenve
áfanginn	nkeng
»	»
,	,
því	aa
rúmir	lkfnsf
200	ta
kílómetrar	nkfn
eru	sfg3fn
milli	ae
endimarka	nhfe
Austur-Skaftafellssýslu	nvee-s
.	.

við	fp1fn
höfðum	sfg1fþ
fremur	aam
hratt	lheosf
á	aþ
hæli	nkeþ
eins	aa
og	c
fyrr	aam
segir	sfg3en
,	,
en	c
gáfum	sfg1fþ
okkur	fp1fþ
þó	aa
tóm	nheo
og	c
hugðum	sfg1fþ
að	aþ
tilkomumikilli	lveþsf
siglingu	nveþ
jakanna	nkfeg
á	aþ
lóni	nheþ
Jökulsár	nvee-s
á	aþ
Breiðamerkursandi	nkeþ-s
.	.

um	ao
hádegisbilið	nheog
áðum	sfg1fþ
við	fp1fn
stundarkorn	nheo
í	aþ
þjóðgarðinum	nkeþg
að	aþ
Skaftafelli	nheþ-s
sem	ct
talsvert	aa
tengist	sfm3en
nafni	nheþ
Eysteins	nkee-s
Jónssonar	nkee-s
sem	c
síðar	aam
greinir	sfg3en
.	.

háskýjað	lhensf
hafði	sfg3eþ
verið	ssg
um	ao
morguninn	nkeog
.	.

en	c
nú	aa
skein	sfg3eþ
sól	nven
í	aþ
heiði	nheþ
og	c
glæsti	sfg3eþ
Öræfajökul	nkeo-s
,	,
sem	ct
unun	nven
var	sfg3eþ
á	ao
að	cn
horfa	sng
þar	aa
sem	c
hann	fpkeo
bar	sfg3eþ
við	ao
bláan	lkeosf
himin	nkeo
.	.

þetta	fahen
var	sfg3eþ
líkt	aa
og	c
kveðja	nven
.	.

eftir	ao
það	fpheo
lá	sfg3eþ
leiðin	nveng
út	aa
úr	aþ
kjördæminu	nheþg
um	ao
óbyggðan	lkeosf
sandinn	nkeog
þar	aa
sem	c
eru	sfg3fn
mestu	lhfnve
mannvirki	nhfn
á	aþ
vegum	nkfþ
Íslands	nhee-s
.	.

ferðinni	nveþg
um	ao
kjördæmið	nheog
var	sfg3eþ
lokið	sþghen
.	.

fyrirfram	aa
gerðum	sfg1fþ
við	fp1fn
okkur	fp1fþ
ljóst	lheosf
ferðafélagarnir	nkfng
,	,
að	c
ekki	aa
var	sfg3eþ
unnt	lhensf
að	cn
vitja	sng
frænda	nkfe
og	c
vina	nkfe
á	aþ
svo	aa
skömmum	lkeþsf
tíma	nkeþ
.	.

við	fp1fn
hlutum	sfg1fþ
að	cn
láta	sng
nægja	sng
að	cn
fara	sng
hina	gveo
fögru	lveovf
leið	nveo
,	,
líta	sng
á	ao
verkin	nhfog
mannanna	nkfeg
eins	aa
og	c
þau	fphfn
blasa	sfg3fn
við	aþ
vegfarendum	nkfþ
og	c
skipta	sng
orðum	nhfþ
við	ao
þá	fakfo
eina	lkfosf
sem	ct
við	fp1fn
hittum	sfg1fþ
í	aþ
áningarstöðum	nkfþ
.	.

en	c
þeim	fpkfþ
fækkar	sfg3en
nú	aa
heldur	aam
betur	aam
,	,
með	aþ
gerð	nveþ
akvega	nkfe
sem	ct
jafnt	aa
og	c
þétt	aa
fara	sfg3fn
batnandi	slg
.	.

skylt	lhensf
er	sfg3en
,	,
áður	aa
en	c
lýkur	sfg3en
þessum	favfþ
frásögnum	nvfþ
af	aþ
æviferli	nkeþ
Eysteins	nkee-s
Jónssonar	nkee-s
,	,
að	cn
ræða	sng
þróun	nveo
mála	nhfe
á	aþ
Austurlandi	nheþ-s
í	aþ
þingmannstíð	nveþ
hans	fpkee
ögn	nveþ
nánar	aam
en	c
gert	sþghen
hefur	sfg3en
verið	ssg
ennþá	aa
.	.

hann	fpken
gerði	sfg3eþ
sér	fpkeþ
ætíð	aa
far	nheo
um	ao
að	cn
fylgjast	snm
sem	aa
best	aae
með	aþ
því	faheþ
sem	ct
þar	aa
var	sfg3eþ
að	cn
gerast	snm
,	,
einkum	aa
í	aþ
atvinnulífi	nheþ
og	c
verklegum	lvfþsf
framkvæmdum	nvfþ
.	.

og	c
hann	fpken
hélt	sfg3eþ
persónulegum	lhfþsf
tengslum	nhfþ
við	ao
fjölda	nkeo
fólks	nhee
í	aþ
kjördæmum	nhfþ
sínum	fehfþ
,	,
Suður-Múlasýslu	nveþ-s
og	c
Austurlandskjördæmi	nheþ-s
.	.

ég	fp1en
er	sfg1en
lítið	aa
hrifinn	lkensf
af	aþ
því	fpheþ
að	cn
eigna	sng
alþingismönnum	nkfþ
hvaðeina	foheo
sem	ct
til	ae
heilla	nvfe
horfir	sfg3en
í	aþ
kjördæmum	nhfþ
þeirra	fpkfe
-	-
og	c
kenna	sng
þeim	fpkfþ
síðan	aa
allt	foheo
sem	ct
miður	aam
fer	sfg3en
eða	c
ógert	lhensf
bíður	sfg3en
.	.

hitt	fahen
fer	sfg3en
ekkert	fohen
á	aa
milli	ae
mála	nhfe
að	c
víða	aa
koma	sfg3fn
þeir	fpkfn
við	ao
sögu	nveo
,	,
sem	c
löggjafar	nkfn
,	,
handhafar	nkfn
framkvæmdavalds	nhee
og	c
áhrifamiklir	lkfnsf
einstaklingar	nkfn
.	.

því	aa
er	sfg3en
það	fphen
,	,
að	c
vinna	nven
þeirra	fpkfe
fyrir	ao
málstað	nkeo
umbjóðenda	nkfe
í	aþ
kjördæmi	nheþ
er	sfg3en
snar	lkensf
þáttur	nken
þingmennskunnar	nveeg
og	c
beinlínis	aa
umtalsverður	lkensf
hluti	nken
ævistarfs	nhee
hjá	aþ
ýmsum	fokfþ
þeim	fakfþ
,	,
sem	ct
lengst	aae
hafa	sfg3fn
steininn	nkeog
klappað	ssg
í	aþ
pólitíkinni	nveþg
.	.

-	-
framhjá	aþ
þessu	faheþ
er	sfg3en
ekki	aa
unnt	lhensf
að	cn
ganga	sng
í	aþ
ævisögu	nveþ
Eysteins	nkee-s
Jónssonar	nkee-s
.	.

nú	aa
verður	sfg3en
þó	aa
næst	aae
vikið	sþghen
að	aþ
landsmálum	nhfþ
.	.

stofnað	sþghen
bandalag	nhen
tveggja	tfkfe
stjórnmálaflokka	nkfe

það	fphen
er	sfg3en
haft	sþghen
á	aþ
orði	nheþ
að	c
stormasamt	lhensf
sé	svg3en
í	aþ
stjórnmálunum	nhfþg
.	.

þar	aa
er	sfg3en
og	aa
misvindi	nhen
.	.

veðrin	nhfng
tvenn	lhfnsf
og	c
þrenn	lhfnsf
á	aþ
einu	foheþ
og	c
sama	fbheþ
kjörtímabili	nheþ
og	c
gildir	sfg3en
þar	aa
,	,
rétt	aa
eins	aa
og	c
um	ao
íslenskt	lheosf
náttúrufar	nheo
,	,
að	c
skjótt	aa
skipast	sfm3fn
veður	nhen
í	aþ
lofti	nheþ
.	.

má	sfg3en
þá	aa
oft	aa
merkja	sng
og	aa
af	aþ
ýmsum	fohfþ
teiknum	nhfþ
aðdraganda	nkeo
þess	fphee
sem	ct
verða	sng
vill	sfg3en
.	.

árið	nheog
1956	ta
varð	sfg3eþ
talsvert	aa
tíðindasamt	lhensf
í	aþ
landsmálunum	nhfþg
:	:
stjórnarslit	nhfn
,	,
þingrof	nhen
og	c
alþingiskosningar	nvfn
,	,
einn	tfken
þingflokkur	nken
heltist	sfm3eþ
úr	aþ
lestinni	nveþg
og	c
stofnuð	sþghfn
eru	sfg3fn
tvö	tfhfn
«	«
bandalög	nhfn
.	.
»	»

framsóknarmenn	nkfn
ákváðu	sfg3fþ
að	cn
slíta	sng
sex	tfhfe
ára	nhfe
tvíhliða	lheþof
stjórnarsamstarfi	nheþ
við	ao
Sjálfstæðisflokkinn	nkeogs
.	.
Sósíalistaflokkurinn	nkengs
náði	sfg3eþ
að	cn
kljúfa	sng
flygsu	nveo
úr	aþ
Alþýðuflokknum	nkeþgs
(	(
Hannibalsliðið	nheogs
)	)
og	c
nefndi	sfg3eþ
sig	fpkeo
nú	aa
Alþýðubandalag	nheo-s
í	aþ
kosningunum	nvfþg
.	.

Framsóknarflokkur	nken-s
og	c
Alþýðuflokkur	nken-s
mynduðu	sfg3fþ
kosningabandalag	nheo
og	c
settu	sfg3fþ
sér	fpkfþ
sameiginlega	lveosf
kosningastefnuskrá	nveo
en	c
buðu	sfg3fþ
fram	aa
hvor	foken
í	aþ
sínu	feheþ
lagi	nheþ
.	.

þeir	fpkfn
kepptu	sfg3fþ
þó	aa
ekki	aa
sín	fpkfe
í	aa
milli	ae
,	,
aðeins	aa
annar	foken
flokkurinn	nkeng
bauð	sfg3eþ
fram	aa
í	aþ
hverju	foheþ
kjördæmi	nheþ
og	c
studdu	sfg3fþ
hvorir	fokfn
aðra	fokfo
á	ao
víxl	nhfo
.	.

núna	aa
dettur	sfg3en
mér	fp1eþ
stundum	aa
í	ao
hug	nkeo
að	c
ég	fp1en
lifi	svg1en
við	ao
ofríki	nheo
,	,
því	fpheþ
að	c
æskan	nveng
gerir	sfg3en
svo	aa
miklar	lvfosf
frelsiskröfur	nvfo
að	c
hún	fpven
fer	sfg3en
ekkert	fohen
eftir	aþ
nótum	nvfþ
okkar	fp1fe
foreldranna	nkfeg
.	.

umburðarlyndi	nhen
okkar	fp1fe
Íslendinga	nkfe-s
,	,
sem	ct
við	fp1fn
ruglum	sfg1fn
saman	aa
við	ao
ást	nveo
,	,
er	sfg3en
allt	fohen
of	aa
mikið	lhensf
.	.

mér	fp1eþ
finnst	sfm3en
það	fphen
satt	lheosf
að	cn
segja	sng
eitthvert	fohen
stærsta	lhenve
markmiðið	nheng
í	aþ
mannlífinu	nheþg
að	c
agi	nken
og	c
frelsi	nhen
haldist	svm3en
í	ao
hendur	nvfo
.	.

svo	aa
er	sfg3en
það	fphen
líka	aa
þannig	aa
að	c
sú	faven
einlæga	lvenvf
ást	nven
sem	ct
barnið	nheng
eða	c
unglingurinn	nkeng
finnur	sfg3en
streyma	sng
frá	aþ
foreldri	nheþ
sínu	feheþ
verður	sfg3en
til	ae
þess	fphee
að	c
barnið	nheng
gengur	sfg3en
á	ao
lagið	nheog
.	.

ég	fp1en
vil	sfg1en
að	c
frelsið	nheng
sé	svg3en
sem	aa
mest	lhense
,	,
en	c
mér	fp1eþ
finnst	sfm3en
samt	aa
að	c
unglingarnir	nkfng
heimti	svg3fn
einum	tfkeþ
of	aa
mikið	lheosf
af	aþ
því	fpheþ
.	.

til	ae
dæmis	nhee
er	sfg1en
ég	fp1en
alveg	aa
á	aa
móti	aþ
því	fpheþ
að	c
þau	fphfn
hangi	svg3fn
niðri	aa
í	aþ
bæ	nkeþ
fram	aa
eftir	aþ
öllum	fovfþ
nóttum	nvfþ
,	,
eins	aa
og	c
þau	fphfn
gera	sfg3fn
stundum	aa
þegar	c
ellefubíó	nhen
er	sfg3en
búið	lhensf
.	.

mér	fp1eþ
finnst	sfm3en
að	c
þau	fphfn
ættu	svg3fþ
að	cn
fara	sng
heim	aa
í	ao
stað	nkeo
þess	fphee
að	cn
ráfa	sng
um	ao
miðbæinn	nkeog
.	.

þau	fahfn
sem	ct
ég	fp1en
þekki	sfg1en
eru	sfg3fn
ekki	aa
í	aþ
brennivíni	nheþ
eða	c
eiturlyfjum	nhfþ
eða	c
neinu	foheþ
slíku	fbheþ
.	.

en	c
þau	fphfn
eru	sfg3fn
að	cn
góna	sng
á	ao
einhverja	fokfo
aðra	fokfo
sem	ct
eru	sfg3fn
undir	aþ
áhrifum	nhfþ
og	c
haga	sng
sér	fpkfþ
illa	aa
á	ao
ýmsan	fokeo
hátt	nkeo
,	,
jafnvel	aa
með	aþ
því	fpheþ
að	cn
stunda	sng
þessi	fahfo
annáluðu	lhfovf
skemmdarverk	nhfo
eins	aa
og	c
að	cn
brjóta	sng
glugga	nkfo
,	,
skemma	sng
símaklefa	nkfo
,	,
traðka	sng
niður	aa
blóm	nhfo
og	c
tré	nhfo
.	.

á	aþ
sunnudagsmorgnum	nkfþ
er	sfg3en
miðborgin	nveng
orðin	sþgven
að	aþ
svínastíu	nveþ
.	.

þetta	fahen
er	sfg3en
nokkuð	fohen
sem	ct
þekkist	sfm3en
hvergi	aa
í	aþ
hinum	gkeþ
siðmenntaða	lkeþvf
heimi	nkeþ
.	.

svo	aa
færi	sfg1en
ég	fp1en
þetta	faheo
í	ao
tal	nheo
við	ao
aðra	fokfo
foreldra	nkfo
og	c
spyr	sfg1en
:	:

finnst	sfm3en
ykkur	fp2fþ
þetta	fahen
ekki	aa
hræðilegt	lhensf
droll	nhen
á	aþ
þeim	fphfþ
fram	aa
eftir	aþ
öllum	fovfþ
nóttum	nvfþ
á	aþ
föstudögum	nkfþ
og	c
laugardögum	nkfþ
?	?

jújú	au
,	,
segir	sfg3en
þá	aa
fólkið	nheng
.	.

en	c
þau	fphfn
eru	sfg3fn
ekki	aa
í	aþ
neinni	foveþ
spillingu	nveþ
.	.

mér	fp1eþ
finnst	sfm3en
fráleitt	lhensf
að	cn
tala	sng
eins	aa
og	c
það	fphen
eigi	svg3en
að	cn
þakka	sng
þeim	fphfþ
sérstaklega	aa
fyrir	ao
að	cn
vera	sng
ekki	aa
í	aþ
neinni	foveþ
spillingu	nveþ
.	.

ég	fp1en
forðast	sfm1en
það	fpheo
eins	aa
og	c
heitan	lkeosf
eldinn	nkeog
að	cn
fá	sng
dóttur	nveo
mína	feveo
upp	aa
á	aa
móti	aþ
mér	fp1eþ
,	,
því	fpheþ
að	c
unglingur	nken
í	aþ
uppreisn	nveþ
hugsar	sfg3en
ekki	aa
nema	c
klukkutíma	nkeo
fram	aa
í	ao
tímann	nkeog
.	.

hann	fpken
getur	sfg3en
orðið	ssg
svo	aa
yfir	ao
sig	fpkeo
reiður	lkensf
,	,
að	c
hann	fpken
ákveði	svg3en
að	cn
hefna	sng
sín	fpkee
og	c
koma	sng
kannski	aa
ekkert	fohen
heim	aa
alla	foveo
nóttina	nveog
,	,
svo	aa
maður	nken
verði	svg3en
nú	aa
reglulega	aa
hræddur	lkensf
.	.

þeir	fakfn
foreldrar	nkfn
eru	sfg3fn
til	aa
sem	ct
segja	sfg3fn
við	ao
unglingana	nkfog
sína	fekfo
,	,
að	c
ef	c
þau	fphfn
hlýði	svg3fn
ekki	aa
,	,
þá	aa
geti	svg3fn
þau	fphfn
bara	aa
átt	ssg
sig	fphfo
.	.

það	fphen
er	sfg3en
í	aþ
mínum	fehfþ
augum	nhfþ
algjört	lhensf
ábyrgðarleysi	nhen
að	cn
tala	sng
þannig	aa
.	.

en	c
ég	fp1en
vildi	svg1eþ
gefa	sng
mikið	lheosf
til	ae
þess	fphee
að	c
það	fphen
væri	svg3eþ
hægt	lhensf
að	cn
breyta	sng
hugsunarhættinum	nkeþg
á	aþ
Íslandi	nheþ-s
.	.

mér	fp1eþ
finnst	sfm3en
umburðarlyndið	nheng
sem	c
sagt	sþghen
ganga	sng
út	aa
í	ao
öfgar	nvfo
á	aþ
svo	aa
mörgum	lhfþsf
sviðum	nhfþ
,	,
ekki	aa
síst	aae
í	aþ
ástamálum	nhfþ
.	.

það	fphen
er	sfg3en
með	ao
ástina	nveog
eins	aa
og	c
frelsið	nheog
að	c
þar	aa
verður	sfg3en
líka	aa
að	cn
vera	sng
agi	nken
.	.

þetta	fahen
agalausa	lhenvf
frelsi	nhen
verður	sfg3en
til	ae
þess	fphee
að	c
ástin	nveng
er	sfg3en
ekki	aa
annað	fohen
en	c
stundargaman	nhen
og	c
eyðileggur	sfg3en
möguleikana	nkfog
á	aþ
raunverulegri	lveþsf
ást	nveþ
.	.

mér	fp1eþ
finnst	sfm3en
að	c
unglingar	nkfn
eigi	svg3fn
að	cn
hugsa	sng
sig	fpkfo
mjög	aa
vel	aa
um	aa
áður	aa
en	c
þeir	fpkfn
fara	sfg3fn
að	cn
sofa	sng
saman	aa
,	,
því	fpheþ
að	c
þetta	fahen
er	sfg3en
stór	lvensf
ákvörðun	nven
sem	ct
hefur	sfg3en
áhrif	nhfo
á	ao
allt	foheo
þeirra	fpkfe
líf	nheo
.	.

mér	fp1eþ
finnst	sfm3en
líka	aa
að	c
unglingar	nkfn
hugsi	svg3fn
allt	fohen
of	aa
mikið	aa
um	ao
efnaleg	lhfosf
gæði	nhfo
.	.

ég	fp1en
sé	sfg1en
ekki	aa
betur	aam
en	c
þau	fphfn
séu	svg3fn
fatasjúk	lhfnsf
og	c
ákaflega	aa
upptekin	lhfnsf
af	aþ
léttvægu	lheþsf
dóti	nheþ
.	.

þá	aa
dettur	sfg3en
mér	fp1eþ
í	ao
hug	nkeo
,	,
að	c
stelpan	nveng
mín	feven
saumaði	sfg3eþ
stundum	aa
á	ao
sig	fpveo
sjálf	fbven
,	,
af	aþ
því	fpheþ
henni	fpveþ
fannst	sfm3eþ
hún	fpven
ekki	aa
fá	sng
nóg	lheosf
af	aþ
fötum	nhfþ
hjá	aþ
mér	fp1eþ
.	.

hún	fpven
spurði	sfg3eþ
kannski	aa
hvort	c
hún	fpven
mætti	svg3eþ
ekki	aa
fara	sng
í	ao
Vogue	nxeo-s
að	cn
kaupa	sng
sér	fpveþ
efni	nheo
og	c
bætti	sfg3eþ
við	aa
að	c
það	fphen
yrði	svg3eþ
ekki	aa
dýrt	lhensf
.	.

svo	aa
fór	sfg3eþ
hún	fpven
í	ao
Vogue	nxeo-s
og	c
keypti	sfg3eþ
fyrir	ao
250	ta
krónur	nvfo
og	c
saumavélin	nveng
var	sfg3eþ
sett	sþgven
á	ao
borðið	nheog
.	.

sjálf	fbven
kann	sfg1en
ég	fp1en
ekki	aa
að	cn
sauma	sng
.	.
»	»

það	fphen
sýnir	sfg3en
hve	aa
víðsýnir	lkfnsf
þeir	fpkfn
voru	sfg3fþ
yfirkennarinn	nkeng
Kurt	nken-s
Zier	nken-s
og	c
skólastjórinn	nkeng
Lúðvig	nken-s
Guðmundsson	nken-s
að	c
þeim	fpkfþ
fannst	sfm3eþ
sjálfsagt	lhensf
að	c
skólinn	nkeng
kæmi	svg3eþ
til	ae
móts	nhee
við	ao
þau	fphfo
,	,
léti	svg3eþ
þau	fphfo
fá	sng
athvarf	nheo
í	aþ
svínastíunni	nveþg
svokölluðu	lveþvf
,	,
lítilli	lveþsf
skonsu	nveþ
bakatil	aa
í	aþ
skólanum	nkeþg
á	aþ
Grundarstíg	nkeþ-s
2A	ta
.	.

og	c
þau	fphfn
fengu	sfg3fþ
fyrirsætu	nveo
-	-
nakta	lveosf
konu	nveo
sem	ct
þau	fphfn
mótuðu	sfg3fþ
tilsagnarlítið	aa
í	ao
gifs	nheo
.	.

til	ae
gamans	nhee
má	sfg3en
kannski	aa
skjóta	sng
því	fpheþ
hér	aa
inn	aa
að	c
Gestur	nken-s
segir	sfg3en
að	c
þetta	fahen
upprennandi	lhenof
listafólk	nhen
hafi	svg3en
ekki	aa
þorað	ssg
að	cn
biðja	sng
hana	fpveo
um	ao
að	cn
fara	sng
úr	aþ
buxunum	nvfþg
eða	c
ekki	aa
vitað	ssg
hvort	c
slíkt	fbhen
væri	svg3eþ
viðeigandi	lhenof
.	.

myndir	nvfn
þeirra	fphfe
voru	sfg3fþ
á	aþ
skólasýningunni	nveþg
á	aþ
Hótel	nheþ-s
Heklu	nveþ-s
vorið	nheog
1946	ta
.	.

minnisstæðri	lveþsf
sýningu	nveþ
að	aþ
því	fpheþ
er	ct
virðist	sfm3en
,	,
enda	c
efnilegt	lhensf
fólk	nhen
í	aþ
skólanum	nkeþg
.	.

þar	aa
var	sfg3eþ
m.	ae
a.	fohee
getið	sþghen
Karls	nkee-s
Kvarans	nkee-s
og	c
Ásgerðar	nvee-s
Búadóttur	nvee-s
.	.

sjálfri	fbveþ
fannst	sfm3eþ
Gerði	nveþ-s
framlag	nhen
sitt	fehen
svo	aa
lítilsvert	lhensf
að	c
hún	fpven
telur	sfg3en
aldrei	aa
þessa	faveo
fyrstu	lveove
sýningu	nveo
sína	feveo
með	aa
.	.

en	c
á	aþ
þessum	fahfþ
árum	nhfþ
gerði	sfg3eþ
Gerður	nven-s
m.	ae
a.	fohee
brjóstmyndirnar	nvfog
af	aþ
föður	nkeþ
sínum	fekeþ
,	,
Birni	nkeþ-s
Ólafssyni	nkeþ-s
fiðluleikara	nkeþ
,	,
Einari	nkeþ-s
Sigurðssyni	nkeþ-s
útgerðarmanni	nkeþ
,	,
Þórarni	nkeþ-s
Guðmundssyni	nkeþ-s
fiðluleikara	nkeþ
,	,
Bubbu	nveþ-s
litlu	lveþvf
systur	nveþ
Maddýar	nvee-s
vinkonu	nvee
sinnar	fevee
Ingibergsdóttur	nvee-s
og	c
fleirum	lhfþsm
.	.

hún	fpven
hefur	sfg3en
fengið	ssg
fyrirsætur	nvfo
úr	aþ
vinahópi	nkeþ
fjölskyldunnar	nveeg
.	.

Ásgerður	nven-s
Búadóttir	nven-s
kveðst	sfm3en
vel	aa
muna	sng
eftir	aþ
því	fpheþ
þegar	c
Gerður	nven-s
stóð	sfg3eþ
við	ao
að	cn
móta	sng
Þórarin	nkeo-s
Guðmundsson	nkeo-s
í	aþ
skólakompunni	nveþg
í	aþ
steikjandi	lkeþof
sólarhita	nkeþ
og	c
engin	foven
leið	nven
að	cn
freista	sng
hennar	fpvee
til	ae
að	cn
koma	sng
með	aþ
þeim	fpvfþ
stelpunum	nvfþg
í	ao
sund	nheo
til	ae
að	cn
kæla	sng
sig	fpveo
.	.

þessir	fakfn
«	«
hausar	nkfn
»	»
þóttu	sfg3fþ
ná	sng
fyrirmyndunum	nvfþg
ótrúlega	aa
vel	aa
.	.

ekki	aa
að	cn
furða	sng
þótt	c
Bragi	nken-s
Ásgeirsson	nken-s
skrifaði	svg3eþ
síðar	aam
í	aþ
listdómi	nkeþ
:	:

«	«
Gerður	nven-s
var	sfg3eþ
mjög	aa
bráðþroska	lvenof
á	aþ
myndlistarsviðinu	nheþg
,	,
svo	aa
sem	c
skólavinna	nven
hennar	fpvee
er	sfg3en
til	ae
marks	nhee
um	aa
.	.
»	»

en	c
hinnar	gvee
nýju	lveevf
myndhugsunar	nvee
sem	ct
lá	sfg3eþ
í	aþ
loftinu	nheþg
og	c
barst	sfm3eþ
utan	aa
úr	aþ
heimi	nkeþ
með	aþ
kröfum	nvfþ
um	ao
ný	lhfosf
form	nhfo
og	c
vissa	lveosf
stíliseringu	nveo
virðist	sfm3en
ekki	aa
hafa	sng
tekið	ssg
að	cn
gæta	sng
svo	aa
að	c
orð	nhen
sé	svg3en
á	aa
gerandi	slg
meðal	ae
ungu	lkfevf
listnemanna	nkfeg
fyrr	aam
en	c
árið	nheog
eftir	ao
að	c
Gerður	nven-s
fer	sfg3en
úr	aþ
skólanum	nkeþg
.	.

í	aþ
Handíðaskólanum	nkeþgs
var	sfg3eþ
á	aþ
þessum	fahfþ
árum	nhfþ
hópur	nken
upprennandi	lkfeof
myndlistarmanna	nkfe
.	.

auk	ae
þess	fphee
sem	c
Gerður	nven-s
hélt	sfg3eþ
áfram	aa
að	cn
umgangast	snm
vinkonurnar	nvfog
úr	aþ
gagnfræðaskólanum	nkeþg
og	c
myndlistaskólanum	nkeþg
,	,
var	sfg3eþ
hún	fpven
seinna	lheovm
árið	nheog
einnig	aa
orðin	sþgven
félagi	nken
fyrsta	lheeve
árs	nhee
nemanna	nkfeg
Benedikts	nkee-s
Gunnarssonar	nkee-s
,	,
Sverris	nkee-s
Haraldssonar	nkee-s
og	c
Eiríks	nkee-s
Smiths	nkee-s
.	.

var	sfg3eþ
hún	fpven
eina	lvenvf
stelpan	nveng
í	aþ
þeirra	fpkfe
hópi	nkeþ
.	.

Benedikt	nken-s
lýsir	sfg3en
þeim	fpkfþ
svo	aa
:	:

«	«
við	fp1fn
vorum	sfg1fþ
örir	lkfnsf
og	c
mikið	lhensf
var	sfg3eþ
talað	sþghen
.	.

en	c
Gerður	nven-s
var	sfg3eþ
hæg	lvensf
.	.

sagði	sfg3eþ
aldrei	aa
margt	lheosf
og	c
var	sfg3eþ
þögul	lvensf
um	ao
sínar	fevfo
